dataset,item_id,original_text,explanation_text,ground_truth_label,clarity_score,evidence_score,attribution_score,auditability_score,actionability_score,total_score,task_performance,timestamp,premise,hypothesis
XNLI,xnli_71,,"Analyzing the relationship between premise and hypothesis: The premise states 'But anyway, the animals would get loose all the time, especially the goats.' and the hypothesis states 'The goats were kept safe and secure.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"But anyway, the animals would get loose all the time, especially the goats.",The goats were kept safe and secure.
XNLI,xnli_72,,"Analyzing the relationship between premise and hypothesis: The premise states 'The doors were locked when we went in.' and the hypothesis states 'All of the doors were open.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,The doors were locked when we went in.,All of the doors were open.
XNLI,xnli_73,,"Analyzing the relationship between premise and hypothesis: The premise states 'The doors were locked when we went in.' and the hypothesis states 'We had the keys with us.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,99.28795863767166,2025-09-06 21:15:27,The doors were locked when we went in.,We had the keys with us.
XNLI,xnli_74,,"Analyzing the relationship between premise and hypothesis: The premise states 'The doors were locked when we went in.' and the hypothesis states 'We went in even though the doors were locked.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,The doors were locked when we went in.,We went in even though the doors were locked.
XNLI,xnli_75,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I just had to take the totals and try and figure it like that.' and the hypothesis states 'I feel confident that the totals are all I need to get this figured out.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,So I just had to take the totals and try and figure it like that.,I feel confident that the totals are all I need to get this figured out.
XNLI,xnli_76,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I just had to take the totals and try and figure it like that.' and the hypothesis states 'I have no clue what to do with just the totals please give me more details to figure out this mess.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,So I just had to take the totals and try and figure it like that.,I have no clue what to do with just the totals please give me more details to figure out this mess.
XNLI,xnli_77,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I just had to take the totals and try and figure it like that.' and the hypothesis states 'I will calculate it based off of the totals.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,So I just had to take the totals and try and figure it like that.,I will calculate it based off of the totals.
XNLI,xnli_78,,"Analyzing the relationship between premise and hypothesis: The premise states 'He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.' and the hypothesis states 'He was so excited and bursting with joy that he practically knocked the door off it's frame.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,94.7835307912911,2025-09-06 21:15:27,"He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.",He was so excited and bursting with joy that he practically knocked the door off it's frame.
XNLI,xnli_79,,"Analyzing the relationship between premise and hypothesis: The premise states 'He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.' and the hypothesis states 'He was trying not to make us feel guilty but we knew we had caused him trouble.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.",He was trying not to make us feel guilty but we knew we had caused him trouble.
XNLI,xnli_80,,"Analyzing the relationship between premise and hypothesis: The premise states 'He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.' and the hypothesis states 'Just by the look on his face when he came through the door I just knew that he was let down.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,89.5812046440392,2025-09-06 21:15:27,"He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.",Just by the look on his face when he came through the door I just knew that he was let down.
XNLI,xnli_81,,"Analyzing the relationship between premise and hypothesis: The premise states 'So, I don't have any specific stories.' and the hypothesis states 'I dont have a particular store.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"So, I don't have any specific stories.",I dont have a particular store.
XNLI,xnli_82,,"Analyzing the relationship between premise and hypothesis: The premise states 'So, I don't have any specific stories.' and the hypothesis states 'I have 1 specific store.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"So, I don't have any specific stories.",I have 1 specific store.
XNLI,xnli_83,,"Analyzing the relationship between premise and hypothesis: The premise states 'So, I don't have any specific stories.' and the hypothesis states 'There are a lot of stores.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"So, I don't have any specific stories.",There are a lot of stores.
XNLI,xnli_84,,"Analyzing the relationship between premise and hypothesis: The premise states 'And it was, he never really had to do anything for himself.' and the hypothesis states 'He gets a lot of help.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And it was, he never really had to do anything for himself.",He gets a lot of help.
XNLI,xnli_85,,"Analyzing the relationship between premise and hypothesis: The premise states 'And it was, he never really had to do anything for himself.' and the hypothesis states 'He gets help with his meals and clothes.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,86.93758907766136,2025-09-06 21:15:27,"And it was, he never really had to do anything for himself.",He gets help with his meals and clothes.
XNLI,xnli_86,,"Analyzing the relationship between premise and hypothesis: The premise states 'And it was, he never really had to do anything for himself.' and the hypothesis states 'He is very independent.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,91.22732522381554,2025-09-06 21:15:27,"And it was, he never really had to do anything for himself.",He is very independent.
XNLI,xnli_87,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm like, Oh my gosh, and Ramona was standing there.' and the hypothesis states 'Ramona was on the floor curled up in a fetal position.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"So I'm like, Oh my gosh, and Ramona was standing there.",Ramona was on the floor curled up in a fetal position.
XNLI,xnli_88,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm like, Oh my gosh, and Ramona was standing there.' and the hypothesis states 'Ramona was silently judging me.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,93.92257369369395,2025-09-06 21:15:27,"So I'm like, Oh my gosh, and Ramona was standing there.",Ramona was silently judging me.
XNLI,xnli_89,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm like, Oh my gosh, and Ramona was standing there.' and the hypothesis states 'Ramona was upright while I was there in awe.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,94.46756566593697,2025-09-06 21:15:27,"So I'm like, Oh my gosh, and Ramona was standing there.",Ramona was upright while I was there in awe.
XNLI,xnli_90,,"Analyzing the relationship between premise and hypothesis: The premise states 'And the fact is she was light!' and the hypothesis states 'She ate a lot of food, but still kept her weight down.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,94.1720271584217,2025-09-06 21:15:27,And the fact is she was light!,"She ate a lot of food, but still kept her weight down."
XNLI,xnli_91,,"Analyzing the relationship between premise and hypothesis: The premise states 'And the fact is she was light!' and the hypothesis states 'She did not weigh much at all.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,And the fact is she was light!,She did not weigh much at all.
XNLI,xnli_92,,"Analyzing the relationship between premise and hypothesis: The premise states 'And the fact is she was light!' and the hypothesis states 'She was very happy.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,98.88905068979814,2025-09-06 21:15:27,And the fact is she was light!,She was very happy.
XNLI,xnli_93,,"Analyzing the relationship between premise and hypothesis: The premise states 'I don't know whether he stayed in Augusta after that.' and the hypothesis states 'He continued to live in Augusta even after the attacks.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,96.63381659625351,2025-09-06 21:15:27,I don't know whether he stayed in Augusta after that.,He continued to live in Augusta even after the attacks.
XNLI,xnli_94,,"Analyzing the relationship between premise and hypothesis: The premise states 'I don't know whether he stayed in Augusta after that.' and the hypothesis states 'He continued to live in Augusta.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,I don't know whether he stayed in Augusta after that.,He continued to live in Augusta.
XNLI,xnli_95,,"Analyzing the relationship between premise and hypothesis: The premise states 'I don't know whether he stayed in Augusta after that.' and the hypothesis states 'He moved outside of Augusta right away.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,I don't know whether he stayed in Augusta after that.,He moved outside of Augusta right away.
XNLI,xnli_96,,"Analyzing the relationship between premise and hypothesis: The premise states 'All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.' and the hypothesis states 'I never asked where they were going.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.",I never asked where they were going.
XNLI,xnli_97,,"Analyzing the relationship between premise and hypothesis: The premise states 'All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.' and the hypothesis states 'They always let us know where they were and where they were going.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,98.33145452448042,2025-09-06 21:15:27,"All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.",They always let us know where they were and where they were going.
XNLI,xnli_98,,"Analyzing the relationship between premise and hypothesis: The premise states 'All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.' and the hypothesis states 'They never told us where they were going.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,92.34764090609964,2025-09-06 21:15:27,"All we done, they never did tell us any place where they was going, even when they left the base to go to somewhere else to stay for a while.",They never told us where they were going.
XNLI,xnli_99,,"Analyzing the relationship between premise and hypothesis: The premise states 'They said, We're paying for a place for you to stay.' and the hypothesis states 'They won't pay for anything forus.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"They said, We're paying for a place for you to stay.",They won't pay for anything forus.
